V1,V2,V3,V4,V5,V6
7899.2383,8028.4434,8215.378,8300.861,8465.04,8658.664
1659.7234,1596.429,1512.7064,1562.5808,1496.6646,1394.6543
8431.182,9085.31,9706.139,10133.616,10774.721,11297.83
2330.4597,2500.1274,2668.5217,2788.605,2969.0122,3148.0928
1736.0491,1791.8973,1836.1964,1872.8662,1917.0715,1961.3369
6906.9717,7348.8916,7684.02,7970.8037,8307.638,8649.667
3686.8152,3878.429,4083.2893,4216.4443,4397.5757,4569.9126
13010.322,13998.079,14811.264,15350.635,16103.65,17039.938
1033.7446,1018.9774,1011.3796,1051.2996,999.2141,975.5156
3919.6746,3923.6355,3968.2886,3923.7146,3944.4785,4097.8115
2499.1497,2508.8232,2552.4688,2580.0059,2606.093,2676.2432
3798.768,3996.6826,4150.1973,4198.674,4387.3906,4634.9556
4862.8335,4963.3237,5059.6987,5118.6953,5236.736,5331.655
1370.1572,1411.9764,1445.1516,1478.0955,1516.8749,1544.5928
1540.2615,1603.6669,1653.3606,1679.4175,1744.0615,1802.4585
9162.568,9357.377,9503.973,9715.621,9899.909,10030.993
4347.6187,4698.188,5093.58,5303.834,5680.494,6020.9736
9840.141,10270.047,10682.4375,10937.596,11383.916,11787.514
3340.9915,3433.8752,3528.6787,3586.6968,3698.504,3775.3342
3415.993,3515.4006,3602.6113,3650.3726,3785.0264,3849.4854
1109.2506,1127.7916,1148.0037,1153.7953,1183.093,1203.3036
2447.364,2553.413,2680.0654,2754.1963,2880.5786,3012.4614
11354.861,11949.807,12422.24,12804.826,13421.834,13884.324
5600.0986,5853.367,6084.9224,6312.6777,6562.759,6639.0703
1392.6362,1375.7489,1329.3416,1352.7986,1313.0564,1304.063
2351.1118,2488.0928,2614.8376,2708.12,2843.3506,2947.9395
8898.861,8846.0205,8847.7,8913.84,8806.385,8826.217
1586.9209,1620.9816,1646.1719,1669.3602,1698.865,1724.527
3162.1487,3308.179,3439.6255,3540.5854,3694.0361,3800.8552
5678.1685,5779.1436,5823.8423,5896.9224,5958.4966,5996.633
5496.578,5651.8086,5834.0635,5943.317,6106.631,6291.2007
1296.4897,1402.4554,1495.3821,1566.0071,1664.0337,1718.0916
3637.6748,3733.7437,3856.1782,3936.6294,4072.9556,4152.886
8334.006,8693.197,9043.055,9260.938,9644.307,9979.292
4905.9473,4934.597,4935.639,4907.1787,5025.5234,5074.3926
1646.7042,1682.2072,1731.5691,1751.9291,1828.4779,1849.7908
6590.4565,6772.4067,7012.841,7228.1772,7471.98,7552.9697
930.8014,924.97833,922.71173,933.3859,925.83215,921.2851
7101.3057,7338.249,7536.2344,7682.299,7932.0806,8129.791
1210.1366,1218.4475,1237.1572,1240.5239,1253.8849,1271.912
924.409,919.85425,916.0176,928.457,920.9819,911.4746
2110.674,2216.9558,2315.1653,2393.8567,2492.668,2606.705
3322.024,3355.0713,3461.8418,3477.3865,3561.6523,3609.264
2566.433,2715.573,2899.3506,3004.7446,3187.65,3377.225
1176.014,1203.5109,1222.1895,1245.7941,1266.6488,1283.7908
1818.0249,1959.6176,2007.9552,2252.966,2337.4546,2478.166
3651.0115,3760.3955,3866.8552,3946.7217,4053.8596,4153.912
1572.2242,1655.1031,1709.3722,1768.7585,1837.9487,1878.6952
1646.1287,1695.6584,1723.4993,1758.2686,1798.8245,1813.0569
1571.101,1550.8658,1527.0254,1510.6145,1533.0903,1484.0076
2097.311,2110.0007,2117.1511,2135.9165,2148.5203,2209.9395
6073.3174,6048.6553,6042.3774,6044.571,6015.0957,6014.27
1809.8918,1784.1826,1771.6597,1768.2941,1727.0255,1740.1171
1935.9563,1948.8381,1968.33,1949.6646,2027.4308,2053.9243
6407.0903,6460.215,6491.6577,6518.4185,6558.312,6618.3223
2505.9612,2508.5286,2509.996,2508.851,2517.7617,2528.5974
2451.9324,2450.5808,2473.167,2462.7822,2474.402,2504.621
6061.04,6084.5645,6137.9585,6166.8267,6222.68,6265.7812
2111.0083,2162.1042,2206.8716,2236.2896,2287.0825,2321.4258
4027.1523,4038.7766,4047.027,4054.0044,4067.3171,4070.181
6199.428,6264.4077,6326.6196,6385.1733,6444.403,6452.834
3547.4688,3584.997,3607.9019,3628.0078,3673.3596,3716.5547
3282.7021,3294.621,3281.9912,3275.2544,3293.6653,3309.776
3086.0793,3087.745,3084.2856,3088.5356,3086.2803,3107.5405
3412.147,3492.3818,3568.289,3632.2615,3686.073,3743.688
4377.887,4394.199,4368.4663,4384.913,4383.3325,4402.5947
3200.3848,3175.5544,3130.2595,3117.7656,3077.9026,3026.173
3434.6646,3434.8838,3455.9568,3456.6787,3468.0408,3497.6118
7912.5127,7892.048,7843.3804,7835.6553,7784.404,7773.6367
2615.5515,2730.2483,2823.0496,2915.4487,3029.5894,3122.7356
1365.6233,1368.5278,1355.6832,1342.7727,1355.3185,1349.3074
3079.7131,3125.447,3190.787,3216.7207,3305.105,3358.817
2912.139,2880.244,2872.5674,2861.6055,2813.2798,2844.142
3936.5327,3948.8923,3937.8044,3877.2544,3923.2632,3997.2273
5033.1274,5108.7656,5181.3174,5273.11,5324.149,5363.3027
5151.9014,5282.5244,5428.497,5519.3267,5663.3066,5799.6733
4276.737,4316.4795,4360.78,4378.962,4425.862,4473.537
2923.7395,2966.9346,2993.8225,3003.3906,3052.4985,3121.6055
2615.4053,2612.8357,2600.8523,2633.464,2617.6626,2595.2427
6802.78,6838.363,6871.796,6896.095,6943.9873,6989.4194
2919.1404,2923.3823,2909.1448,2903.9795,2916.452,2933.6904
2295.5288,2303.5862,2368.8862,2390.117,2408.9658,2442.0815
2263.8772,2358.804,2455.807,2507.2383,2611.6328,2698.176
3436.4797,3442.3691,3466.9155,3520.8044,3547.7517,3610.041
9729.441,9824.072,10247.313,10314.946,10532.689,11144.951
2370.2893,2507.7861,2635.7334,2725.8672,2862.8672,2981.763
7321.4385,7395.496,7358.595,7422.83,7509.845,7475.299
6792.5127,7131.0464,7437.711,7647.4004,7967.1055,8226.96
2383.7078,2460.75,2529.3792,2574.8652,2648.4443,2705.6519
16305.908,17173.586,17988.324,18469.316,19289.676,20195.426
2479.1157,2576.5073,2685.7886,2763.3154,2878.669,2981.1914
2248.8862,2320.785,2380.903,2431.9814,2504.2156,2555.5808
11099.553,11610.723,12345.799,12717.418,13648.234,14188.521
2236.7146,2326.9668,2428.3489,2500.2222,2607.1353,2702.197
8249.061,8642.594,9137.555,9368.035,10059.709,10370.828
5806.15,5922.903,6038.0728,6167.5137,6240.4795,6347.313
2203.6555,2398.491,2438.7078,2667.5938,2842.9941,2919.4465
7489.009,7883.546,8278.007,8544.927,8941.456,9255.634
15863.172,16881.795,17590.22,18105.535,19069.04,19978.146
1990.8278,2123.916,2241.4917,2318.339,2442.515,2543.6877
10729.889,11468.814,12304.936,12751.994,13582.025,14289.848
5042.078,5285.0503,5401.6963,5464.5615,5719.8066,6056.24
3016.9053,2982.8086,3075.6182,3132.9587,3078.8,3160.8408
4118.507,4282.8486,4408.6084,4663.458,4724.901,4886.9707
13217.211,13625.283,14406.795,14830.6,15707.328,16251.337
2907.6365,2946.688,3031.152,3242.2678,3206.121,3281.275
20161.25,21189.82,21827.809,22523.744,23385.494,24199.465
2638.0833,2790.9011,2928.8774,3028.5615,3188.1602,3301.171
11014.13,11352.258,11967.168,12298.083,12903.381,13437.699
2989.0156,3108.5876,3205.9788,3283.2017,3410.545,3533.4165
1590.6252,1664.4557,1731.8494,1786.491,1865.1399,1940.9983
4240.439,4402.3906,4502.1055,4638.482,4811.2036,4840.4336
1446.7617,1480.9868,1531.1812,1569.5059,1623.0946,1649.8027
1423.693,1455.6167,1506.3121,1544.6882,1586.6553,1609.1467
7413.301,8051.459,8506.016,9006.175,9505.203,9850.908
4222.1104,4345.3047,4528.1772,4630.641,4800.9575,4955.5454
2346.5933,2436.4683,2542.4922,2609.767,2722.203,2837.2183
7023.1484,7426.3076,7821.5166,8166.3936,8531.944,8772.695
1749.4814,1824.584,1911.4369,1958.4404,2046.2783,2136.311
1704.0613,1776.6871,1860.9253,1906.3921,1991.4639,2078.7378
7755.7837,8059.6904,8321.881,8535.358,8835.224,9061.058
6705.268,6963.6616,7195.89,7382.493,7642.23,7835.3516
1699.6904,1772.6038,1857.2498,1902.865,1988.3322,2075.9248
1654.1819,1724.7429,1806.6097,1850.7529,1933.4585,2018.2046
10859.24,10998.2,10991.1045,11141.037,11219.287,11328.859
10109.27,10626.188,11152.299,11043.078,12419.574,12947.453
4864.4478,4994.4756,5011.6133,5111.061,5328.7896,5429.5737
5683.066,5908.8286,5982.7188,6048.687,6334.811,6558.906
8943.36,9270.684,9342.706,9767.129,10047.355,10123.87
5631.7773,5894.3755,6113.349,6282.9087,6568.7207,6793.5005
7028.45,7549.778,8000.5703,8302.489,8769.752,9322.645
3277.5898,3484.5103,3648.13,3814.725,3967.561,4167.0317
4275.287,4341.1,4600.8096,4656.999,4923.353,4989.2354
1694.9995,1737.5557,1775.6338,1795.0718,1874.0461,1930.5225
7239.345,7249.554,7329.493,7437.1035,7495.6055,7598.443
8469.009,8505.69,8454.517,8463.289,8540.618,8586.7295
12817.895,13740.567,14608.715,15302.166,16091.908,17027.195
5128.8945,5425.868,5713.1006,5877.038,6198.794,6484.835
16551.383,17093.83,17505.473,18066.31,18375.576,18904.984
1681.6123,1694.3845,1678.7776,1683.1553,1711.47,1685.2946
3389.3264,3439.42,3611.6719,3683.379,3860.7095,3969.9468
1965.1677,2063.2344,2124.4006,2136.0322,2207.1057,2473.6157
3901.04,4147.6196,4406.645,4588.971,4822.454,5049.133
7515.495,7922.2646,8418.992,8720.493,9203.799,9717.645
7332.7275,7736.673,8132.7705,8378.852,8780.786,9255.895
1967.377,1963.2079,1982.8024,1994.7023,1984.7291,1997.1759
2605.9023,2622.792,2656.1448,2630.466,2657.0393,2715.3203
11289.672,11532.462,11733.863,11855.836,12146.137,12362.768
2987.753,3096.5483,3201.6587,3270.9844,3385.2466,3496.504
1533.6246,1539.3397,1542.6555,1545.4567,1553.9597,1557.5049
5625.6353,5947.939,6412.97,6785.7476,7467.811,7528.84
1938.5347,1980.3582,1958.2113,1885.6891,2140.818,2183.3047
6283,6422.9004,6247.457,7182.3813,6476.2026,6667.96
6451.7026,6700.018,6963.793,7381.342,7553.7803,8034.741
4238.827,4583.8994,4910.293,5214.385,5546.6777,5832.238
9894.497,10307.887,10802.914,11250.533,11732.703,11971.643
15902.725,16328.825,17443.906,17541.135,18789.982,19414.855
4401.305,4649.871,4591.9326,5122.22,5228.168,4726.047
1151.416,1313.7332,1421.9124,1553.6244,1591.404,1602.5728
1704.6875,1735.9658,1745.8384,1754.4437,1770.5103,1868.0958
2267.3188,2318.7007,2673.2598,2743.1418,2703.455,3202.6401
2477.398,2618.296,2819.1619,2830.2373,3137.4395,3295.6382
2922.631,3135.5488,3346.1667,3515.3882,3706.1846,3976.9636
4376.5024,4796.1514,5342.6284,5679.522,6233.208,6753.3984
10168.703,10923.963,11715.191,12312.517,13378.156,13291.287
9096.845,9327.295,9569.514,9675.543,9994.006,10235.848
9216.698,9381.962,9678.172,9595.454,9954.748,10361.309
1428.0375,1450.2562,1472.8595,1506.517,1526.217,1537.6727
4399.0933,4658.984,4923.991,5081.1504,5361.289,5640.746
3692.61,3783.42,3944.3394,4009.379,4262.5933,4347.092
6011.7812,6162.197,6566.4053,6789.3374,6823.412,7034.0273
1848.9941,1939.0751,2033.9236,2093.1218,2202.433,2297.3906
2844.9507,3035.8738,3269.6743,3411.1965,3638.257,3879.688
16766.725,17674.615,18447.416,18628.262,19387.254,20595.094
5198.508,5216.6167,5424.434,5506.631,5758.5454,5730.9062
1125.0234,1137.968,1115.359,1103.3192,1153.222,1165.7858
1720.6511,1827.0789,1957.157,2053.0527,2221.7095,2301.9963
3722.8105,4005.6846,4353.8105,4572.6274,4933.5913,5276.546
5096.581,5467.728,5813.8984,6139.4224,6437.0947,6649.7773
2984.4858,3216.6194,3450.3184,3591.7712,3873.688,4037.6143
7890.993,8275.105,8526.097,8906.121,9148.033,9367.477
3482.165,3702.3274,3881.6958,4271.807,4412.7964,4621.3584
3295.5676,3327.2727,3371.3252,3407.01,3431.0059,3449.3455
3227.7695,3360.9976,3607.5945,3834.544,3822.455,4052.7485
2037.2817,2154.8936,2217.248,2290.4956,2388.0872,2477.857
1854.6184,1963.8427,2025.2922,2080.5552,2177.5469,2243.781
11701.94,12697.137,12379.109,12669.117,13120.981,13167.613
12957.381,13244.133,13245.785,13526.34,13361.205,13724.901
5280.674,5276.6074,4921.6143,4892.5337,4737.564,5000.919
4158.0293,4443.63,4682.814,4852.0186,4980.6826,5350.8457
4367.953,4602.509,4680.4404,4824.1436,4894.3125,5016.8687
2517.1724,2566.71,2614.9946,2645.4155,2694.6624,2734.9448
10977.514,11600.282,12066.432,12427.404,13130.906,13645.504
9615.778,10239.479,10707.6045,11069.168,11774.877,12290.666
934.0779,928.7964,961.8747,1011.19977,979.40796,998.42114
10512.855,11324.626,12236.271,12967.443,13877.962,14563.467
992.969,1005.62256,946.2148,950.961,927.57477,971.5266
4526.3857,4774.993,4980.221,5152.7373,5377.601,5547.37
2697.0796,2769.5476,2838.0562,2885.4075,2956.339,3014.1433
2072.355,2178.7727,2253.787,2327.276,2417.7546,2494.14
3056.9578,3167.3193,3314.6226,3380.1318,3604.3528,3688.9753
4390.129,4519.9873,4635.423,4838.1836,4910.776,5051.4707
12943.029,14038.475,15347.359,16337.865,17726.297,18358.885
2442.8193,2585.6738,2705.2837,2794.0767,2932.3862,3023.749
7640.7847,7952.777,8285.548,8577.209,8955.36,9266.025
2706.5193,2778.732,2834.8428,2885.405,2951.528,2994.3662
11400.481,12056.982,12460.756,13056.138,13399.192,14051.092
7351.1216,7439.384,7491.843,7594.914,7604.0073,7790.988
6764.855,6771.2686,6685.459,6759.1035,6618.249,7006.578
2042.6287,2032.6349,1917.193,1915.6788,1885.5519,1980.006
2526.2844,2531.815,2381.9944,2430.877,2354.9333,2445.8477
7910.055,8727.637,8783.176,9241.3955,10479.552,10750.412
4282.611,4322.9404,4359.032,4300.9053,4395.96,4394.7065
15259.048,15450.218,15838.616,16132.445,16330.305,16689.117
5791.697,5736.769,5754.318,5748.7646,5771.648,5900.235
4154.5176,4413.7686,4587.462,4755.8403,4980.8076,5199.512
6545.6333,6892.8716,7113.244,7388.298,7698.885,7777.872
14172.901,14781.084,15373.714,15799.561,16403.102,16894.938
5983.0537,6357.9297,6010.326,6318.7656,6335.577,6599.749
1383.9199,1451.9558,1516.3315,1556.1326,1631.9126,1689.7793
2603.392,2802.6401,3006.5605,3172.903,3369.5923,3539.5547
3686.1343,3805.0964,3916.397,4015.6672,4121.93,4202.0083
1920.9052,2020.8644,2114.9524,2204.574,2286.5479,2411.0928
5985.9824,6208.2446,6668.616,6783.834,7340.579,7784.66
13456.128,14228.494,14911.125,15452.033,16805.846,17227.621
9691.693,10204.036,10741.65,11136.85,11933.836,12038.263
2147.4949,2256.1245,2245.2944,2521.9773,2586.0322,2417.2666
3835.0342,4460.186,4812.6675,5226.489,6085.238,6378.5566
10108.792,10501.157,10841.753,11314.941,11419.701,11958.713
4468.09,4697.4766,4944.865,5322.057,5465.369,5812.1597
3040.766,3318.689,3312.9895,3444.6135,3743.9753,3817.3762
3572.5393,4174.521,4336.2583,4643.13,5267.0195,5739.4316
434.1669,477.708,535.18494,607.0606,679.91406,817.22705
4137.484,4335.4453,4622.2305,4982.419,5143.066,5301.634
3264.5854,3485.2383,3770.6123,3975.1821,4294.1914,4585.7925
7023.398,7488.691,7876.001,8315.168,8648.143,8796.895
9019.047,9284.531,10007.981,10139.979,10983.647,10780.6875
5634.6494,6006.882,6331.5654,6605.0356,7081.425,7469.516
3247.0796,3422.7344,3704.5005,3930.0413,4330.51,4508.893
2178.5479,2281.6123,2372.6045,2418.4395,2503.856,2687.3765
4290.4893,4641.6504,4992.1714,5217.8945,5562.7295,6009.4087
12551.223,13460.836,14352.546,15001.234,16008.641,16865.775
3950.4988,4137.006,4283.6694,4443.1343,4590.6895,4687.2227
9314.762,10193.8955,11075.912,11393.833,12092.921,13391.4375
6341.333,6709.25,7029.1797,7158.637,7653.301,8035.8315
12780.728,13962.375,15023.553,16155.924,16625.6,17761.55
12195.909,12842.322,13197.361,13609.174,14183.148,14755.444
1527.5732,1589.6299,1599.9656,1653.3198,1645.8734,1716.6101
3051.516,3205.5796,3499.5415,3660.896,3965.0984,4178.764
1480.0437,1493.562,1522.603,1525.9401,1563.4912,1533.0442
3585.933,3851.4268,4237.7417,4456.3745,4807.7524,5112.2153
7130.744,7740.0767,8536.029,8952.383,9797.36,10432.795
15169.736,15713.362,16610.334,17194.97,18113.438,18428.402
14442.266,15191.697,15988.432,16385.893,17338.86,18133.318
4408.1035,4495.6387,4782.2935,5426.198,5578.1895,5489.795
1622.8168,1655.1283,1686.3564,1762.6449,1788.8561,1833.716
6338.7266,6457.8936,6755.996,7134.9136,7165.7676,7310.1455
1894.4517,1999.3828,2072.385,2087.2095,2188.3567,2388.956
8255.905,8317.705,8240.752,8303,8412.215,8620.328
13482.965,14376.156,15243.713,15576.62,16447.82,17972.25
4541.6367,4813.8745,5117.4326,5403.8047,5658.749,5968.08
972.8851,1011.3993,985.1143,967.97076,992.34985,1065.7596
2308.0168,2460.048,2587.8232,2691.5747,2845.3262,2956.688
9277.008,9419.886,9548.395,9649.9375,9809.047,9856.499
7416.812,7622.3306,7803.1777,7873.51,8058.1763,8351.31
1402.7155,1426.3948,1474.8961,1490.9204,1583.063,1694.7848
9502.227,10154.322,10806.154,11314.846,11963.357,12506.812
10055.46,10838.617,11214.639,11346.703,12281.33,12831.074
2584.2778,2582.7673,2585.8193,2588.9011,2588.7942,2594.5125
6344.2715,6672.1143,7075.1504,7327.6436,7588.7427,8066.5156
1587.9584,1687.6626,1806.555,1919.6276,1964.9949,2054.872
3656.148,3859.7266,4068.4429,4268.0625,4547.0117,4726.4043
11195.297,12155.506,13068,13675.537,14607.637,15517.421
3373.2144,3511.3599,3658.5908,3796.1877,3896.689,4028.1775
2236.0125,2425.3477,2549.0056,2637.377,2741.8655,2945.0874
3681.9543,3754.5789,3798.1506,3756.6584,3917.62,4132.739
2585.7156,2750.0256,2874.1958,3007.0664,3124.1284,3267.5815
1807.1648,1912.1056,2020.8369,2087.7075,2149.9634,2259.3066
6557.877,7232.1797,7785.9897,8251.561,8791.135,9312.486
6127.2393,6694.661,7248.23,7686.529,8021.682,8639.045
6117.3125,6588.599,7011.3057,7283.6055,7798.7607,8313.693
1156.948,1175.0793,988.9983,1004.60364,1036.8088,1012.3053
2512.5,2708.1206,2900.4219,3061.738,3263.8022,3417.7578
4435.076,4544.7886,4473.7886,4604.6206,4701.676,4706.8623
1042.1245,1065.9293,1053.9224,1066.6066,1073.7449,1093.935
9071.766,9685.773,10377.759,10778.588,11542.451,12000.633
5913.038,6326.1196,6472.549,6717.247,7115.1763,7418.583
1804.0432,2126.5522,2110.6982,2095.7334,2396.1584,2675.4092
5717.844,5841.718,6119.1426,6189.9653,6418.8174,6676.0312
12875.956,13513.551,14634.768,14978.875,16247.619,17010.23
3330.2317,3536.2356,3648.2417,3848.3342,4039.7676,4089.3342
3722.0059,3971.9382,4302.241,4490.755,4932.7324,5112.6943
5249.5244,5654.957,6425.728,6483.8926,7728.0273,7985.874
2240.6675,2365.8584,2545.7896,2731.1567,2849.85,2998.2002
10987.413,11367.352,11711.388,12363.201,12487.026,12837.818
7887.167,8265.325,8381.686,9016.377,9039.609,9700.934
12253.83,13503.282,14732.143,15620.955,16828.291,17941.766
3265.1978,3583.5632,3803.501,4342.532,4584.556,4879.4326
755.9332,813.12524,852.77374,889.6742,990.37933,914.2033
6756.405,6983.075,7405.025,7606.12,8175.0283,8365.671
3238.66,3501.5952,3688.2466,3852.4185,3981.0168,4259.04
8718.869,9215.898,9543.335,9888.257,10083.2295,10538.1045
8728.322,9056.401,9175.341,9326.872,9425.658,9880.6455
8846.37,9187.18,9300.302,9462.288,9547.549,9982.68
792.0618,909.33563,1046.4333,1087.2471,1166.8032,1205.3124
2691.1953,2807.514,2918.0159,3010.3977,3128.416,3255.8862
9538.761,10216.028,10770.1,11146.832,11835.193,12352.388
6035.1475,6309.259,6824.6714,6954.3945,7479.149,7867.5767
3563.9482,3922.643,4264.4004,4498.204,4828.811,5186.9463
9223.24,9603.6875,10116.304,10660.757,10945.369,11405.191
3290.8633,3512.6055,3749.2886,3967.7192,4166.4136,4364.076
10023.771,10938.756,11804.916,12665.362,13410.27,14030.744
2170.9,2326.7812,2485.4502,2613.88,2761.0652,2885.4507
1585.564,1675.2949,1768.2019,1823.1718,1881.5085,1978.6799
1894.4517,1999.3828,2072.385,2087.2095,2188.3567,2388.956
16132.002,17283.02,18642.96,19372.139,20427.506,21583.898
5541.6875,5625.428,5627.4214,6066.1855,5898.7734,6661.637
4551.6724,4640.1045,4644.017,4775.157,4802.869,4934.9824
4149.9863,4334.065,4455.3643,4691.258,4766.798,4918.13
1621.0869,1587.6088,1744.9398,1873.7859,1976.1542,1982.5801
2091.5361,2142.2896,2186.7322,2248.7625,2304.8584,2326.0574
12281.041,12668.247,13021.793,13385.599,13687.141,13961.648
10073.499,10444.896,10973.555,11525.787,11644.352,11915.665
9240.561,9591.78,10008.2295,10480.161,10751.716,11194.563
11865.674,12292.851,12741.401,13071.666,13527.789,13858.187
1442.5494,1454.9546,1490.6842,1514.5536,1527.2373,1561.2339
5195.718,5429.5327,5693.74,5846.64,6101.859,6327.2646
7426.5986,7801.161,8094.217,8341.023,8728.254,9002.059
3997.794,4082.5662,4156.291,4296.249,4379.879,4435.7734
10987.23,11367.602,11711.246,12363.277,12487.254,12838.128
8612.75,9107.495,8919.087,9419.112,9775.54,9898.097
3554.7883,3620.3562,3721.9365,3825.0493,3825.4404,3928.3503
20090.531,22113.848,23853.79,25369.352,26861.457,28702.852
6193.219,6416.6304,6668.1416,6735.617,6955.709,7119.6396
13564.764,14328.664,15116.605,15583.619,16080.922,16906.285
1585.5571,1675.3503,1768.2045,1823.1976,1881.5425,1978.7428
7332.6436,7736.857,8132.7197,8378.75,8781.066,9256.115
3684.271,3736.385,3851.1453,3860.6162,4043.5093,4079.2656
6430.8184,6397.3447,6659.2207,6718.6133,6938.355,6871.7686
3373.2144,3511.3599,3658.5908,3796.1877,3896.689,4028.1775
14235.32,14518.301,15404.272,14134.291,15192.488,16905.371
4121.714,4394.979,4646.331,4838.33,5171.618,5368.8496
6714.037,6991.224,7109.3784,7200.1016,7544.291,7873.867
2697.7773,2667.2554,2745.541,2637.4165,2850.605,3045.6516
9375.339,9534.551,9685.016,9825.873,10011.292,10097.8955
1301.8674,1372.6816,1227.4294,1295.8364,1388.3673,1349.2764
2988.736,3120.936,3246.5518,3308.365,3485.7913,3567.2861
5791.8755,5742.8354,5765.4604,5761.645,5781.6157,5912.962
632.5598,617.02014,696.56885,980.44946,887.4436,919.9734
8048.8936,8621.192,9102.328,9380.154,9958.195,10602.702
8378.149,8530.505,8660.305,8754.826,9190.885,9112.95
1936.6622,1974.1711,1810.7686,2039.7902,1958.4309,1729.5438
1505.3478,1533.4402,1596.9904,1605.6577,1704.2657,1718.634
4390.129,4519.9873,4635.423,4838.1836,4910.776,5051.4707
6751.588,6841.255,6797.7056,6982.007,6956.624,6749.7417
10146.345,10549.025,11069.396,11707.328,11811.628,12111.748
2056.8616,2114.0867,2172.6523,2257.4434,2262.6758,2317.2053
7599.8296,8152.6914,7921.128,8064.322,8765.903,9306.569
1483.623,1556.4232,1609.7651,1646.3145,1704.9395,1763.2505
10810.957,11278.02,11711.775,12165.807,12255.902,12916.616
5110.604,5283.8745,5444.5254,5613.6475,5745.073,5901.4453
1827.4006,1932.0454,2028.1509,2100.3372,2196.2722,2291.8281
12484.667,13083.013,13467.7295,13960.197,14408.977,14791.133
13861.688,14758.607,15437.926,16020.391,16703.254,17397.627
2393.8022,2522.0159,2672.0203,2768.9248,2912.8804,3051.16
5060.791,5170.8604,5288.9756,5407.3486,5574.713,5656.7725
13745.979,14567.519,15309.246,15840.07,16611.387,17251.54
2149.3394,2201.7505,2261.831,2337.2866,2348.9626,2413.4048
3797.4783,3933.1929,4058.4749,4217.243,4298.304,4397.534
10913.71,11334.711,11749.962,12157.072,12248.6,12969.359
10580.961,11037.646,11461.17,11904.572,11993.104,12639.08
3143.1936,3311.3657,3506.0903,3611.2117,3808.0942,4009.7869
1590.2108,1639.437,1681.8342,1730.6486,1771.9236,1813.7261
1836.369,1901.7089,1955.3524,2009.9656,2073.955,2115.0762
1667.8533,1726.1538,1765.1091,1821.1001,1856.643,1905.3677
1678.939,1728.709,1764.355,1782.3729,1814.5479,1877.0139
7655.366,7990.053,8353.28,8314.895,9357.49,9626.403
5305.2886,5680.4326,6018.2695,6225.006,6511.407,6857.477
2574.7717,2814.0999,3033.6162,3239.236,3410.2634,3548.0776
1857.2059,1878.1354,1894.2697,1907.6251,1919.7897,1960.5953
1099.4146,1099.2197,1099.3881,1100.0664,1103.6073,1106.9974
6775.4375,6976.5723,7174.0127,7244.338,7556.035,7674.545
1000.4443,1004.02386,980.75574,1015.19885,997.74963,963.18494
12110.238,12527.852,12956.564,13232.09,13752.82,14202.734
9403.971,9731.066,9936.654,10214.143,10422.828,10686.944
9318.107,9410.24,9633.625,9845.02,9930.864,9982.099
10025.076,10600.894,11121.558,11493.254,12034.291,12483.261
1069.6902,1071.4756,1056.0215,1084.1184,1069.0798,1046.6217
12094.412,12418.661,12782.461,12997.853,13463.852,13910.195
1206.4052,1201.8829,1228.4253,1248.7963,1245.3295,1278.0177
1056.2911,1070.5172,1094.7935,1102.0176,1120.8945,1129.647
9267.361,9358.466,9578.726,9787.371,9872.484,9922.584
9376.454,9455.285,9570.443,9590.238,9802.441,9936.5
1538.1731,1571.2523,1637.9104,1683.4753,1730.7028,1764.1821
9551.456,9668.432,9721.259,9760.727,9895.456,10234.145
4189.187,4300.022,4438.156,4577.967,4643.0264,4737.9214
4551.667,4640.197,4644.036,4775.2124,4802.931,4935.079
11525.52,11995.424,12403.383,12723.326,13155.08,13533.936
12834.299,13208.673,13576.256,13961.083,14381.744,14678.435
1209.0848,1214.4623,1241.3248,1257.7931,1258.9976,1281.16
6632.4004,6788.049,6973.0464,7008.0205,7300.298,7476.81
1486.4768,1583.1973,1676.3616,1786.5382,1850.2118,1949.9231
1791.2924,1791.9976,1822.3866,1826.2623,1836.288,1873.772
2539.19,2640.5269,2653.2515,2701.5195,2814.9155,2906.1382
5137.1475,5687.993,6269.921,6682.6543,7310.6074,7988.457
8134.0874,8597.386,9171.627,9646.469,10511.404,10922.3
6451.7295,6699.667,6963.7695,7381.176,7553.547,8034.401
6661.828,7094.971,7544.75,7963.3276,8226.541,8509.424
9894.497,10307.887,10802.914,11250.533,11732.703,11971.643
6644.6855,6945.0405,6468.5576,6582.1245,7041.11,6764.813
9229.465,9741.509,9905.985,10520.08,10681.63,11111.49
2552.8652,2612.8667,2550.699,2580.063,2656.4138,2631.1926
3541.1392,3726.3784,3943.5366,4123.7573,4316.957,4431.7676
6924.5977,7067.1675,8385.942,9349.153,10832.617,10968.596
8426.167,8406.656,8153.2695,8377.28,7852.371,7885.006
2430.3826,2557.1233,2687.082,2837.5376,2899.1553,3018.6978
3403.4482,3792.648,3619.5203,3757.9917,4046.286,4347.9707
9443.594,9971.3,10182.477,10604.345,11344.16,11580.645
915.2283,993.039,1102.373,1226.5684,1153.8235,1418.6455
10324.599,10591.041,11136.278,11352.314,12128.172,12018.011
4480.946,4542.03,4613.372,4695.274,4751.112,4797.0474
6989.371,7178.392,7409.8774,7522.8384,7809.704,8033.507
2070.5527,2070.0574,2065.6738,2055.8135,2068.0764,2065.711
1807.8477,1846.1012,1883.7639,1911.2175,1922.704,1952.0759
